scenario,mois,date_calendrier,annee,equipes,independants,organisateurs,organisateurs_solo,organisateurs_pro,clubs_tri,coachs_tri,athletes_tri,coachs_running,clubs_running,clients_multisport,clients_total_endurance,mrr_multisport,part_mrr_multisport_pct,arpu_equipe,mrr_equipes,mrr_independants,mrr_abonnements,mrr_marketplace,gmv_marketplace_mois,missions_vacataires_mois,commission_missions_pct,part_mrr_international_pct,mrr_enterprise,mrr_total,arr,marge_brute_pct,marge_brute_eur,cogs_variables,couts_infra_outils,couts_rh_equipe,effectif_etp,salaire_fondateur_net,dividendes_fondateur_net,remuneration_totale_net,remuneration_lissee_annuelle,mode_remuneration,cout_total_mensuel,resultat_net,tresorerie,multiple_valorisation,valorisation_eur,vs_ippogee,objectif_15k,objectif_100M
Leader Europe (objectif 100M€),61,déc. 2032,Y6,1084.0,7664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8748.0,0.0,0.0,115.0,124400.0,62844.0,187243.0,16004.0,161820.0,196.1,11.3,22.0,1333.0,204581.0,2454966.0,85.0,173884.0,30696.0,48600.0,44850.0,12,18000,0.0,18000.0,111656.0,salaire,127050.0,46834.0,3506213.0,15.1,37069992.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),62,jan. 2033,Y6,1126.1,7944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9070.0,0.0,0.0,115.0,129696.0,65142.0,194838.0,16705.0,168970.0,204.8,11.3,22.0,2667.0,214210.0,2570519.0,85.1,182206.0,32004.0,48600.0,44850.0,12,18000,0.0,18000.0,113339.0,salaire,127050.0,55156.0,3561369.0,15.1,38814838.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),63,fév. 2033,Y6,1167.9,8220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9388.0,0.0,0.0,116.0,134998.0,67403.0,202401.0,17409.0,176147.0,213.5,11.3,22.0,4000.0,223810.0,2685715.0,85.1,190503.0,33306.0,48600.0,44850.0,12,18000,0.0,18000.0,114969.0,salaire,127050.0,63453.0,3624823.0,15.1,40554296.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),64,mars 2033,Y6,1209.5,8491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9701.0,0.0,0.0,116.0,140306.0,69627.0,209932.0,18114.0,183350.0,222.2,11.3,22.0,5333.0,233380.0,2800559.0,85.2,198777.0,34603.0,48600.0,44850.0,12,18000,0.0,18000.0,116547.0,salaire,127050.0,71727.0,3696550.0,15.1,42288447.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),65,avr. 2033,Y6,1250.8,8758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10009.0,0.0,0.0,116.0,145619.0,71814.0,217432.0,18822.0,190579.0,231.0,11.3,22.0,6667.0,242921.0,2915058.0,85.2,207026.0,35895.0,48600.0,44850.0,12,18000,0.0,18000.0,118077.0,salaire,127050.0,79976.0,3776526.0,15.1,44017370.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),66,mai 2033,Y6,1291.8,9020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10312.0,0.0,0.0,117.0,150937.0,73965.0,224902.0,19532.0,197834.0,239.8,11.3,22.0,8000.0,252435.0,3029215.0,85.3,215252.0,37182.0,48600.0,49850.0,13,18000,0.0,18000.0,119561.0,salaire,132050.0,83202.0,3859728.0,15.1,45741143.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),67,juin 2033,Y6,1332.7,9278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10611.0,0.0,0.0,117.0,156261.0,76081.0,232342.0,20245.0,205115.0,248.6,11.3,22.0,9333.0,261920.0,3143036.0,85.3,223455.0,38464.0,48600.0,49850.0,13,18000,0.0,18000.0,121000.0,salaire,132050.0,91405.0,3951134.0,15.1,47459843.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),68,juil. 2033,Y6,1373.2,9532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10905.0,0.0,0.0,118.0,161589.0,78163.0,239752.0,20959.0,212421.0,257.5,11.3,22.0,10667.0,271377.0,3256526.0,85.4,231636.0,39741.0,48600.0,49850.0,13,18000,0.0,18000.0,122397.0,salaire,132050.0,99586.0,4050720.0,15.1,49173545.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),69,août 2033,Y6,1413.5,9782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11195.0,0.0,0.0,118.0,166923.0,80210.0,247132.0,21675.0,219751.0,266.4,11.3,22.0,12000.0,280808.0,3369690.0,85.4,239794.0,41014.0,48600.0,49850.0,13,18000,0.0,18000.0,123754.0,salaire,132050.0,107744.0,4158463.0,15.1,50882323.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),70,sept. 2033,Y6,1453.6,10027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11481.0,0.0,0.0,119.0,172261.0,82223.0,254484.0,22393.0,227106.0,275.3,11.3,22.0,13333.0,290211.0,3482533.0,85.4,247930.0,42281.0,48600.0,49850.0,13,18000,0.0,18000.0,125072.0,salaire,132050.0,115880.0,4274343.0,15.1,52586249.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),71,oct. 2033,Y6,1493.5,10269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11762.0,0.0,0.0,119.0,177604.0,84204.0,261808.0,23114.0,234485.0,284.2,11.3,22.0,14667.0,299588.0,3595059.0,85.5,256044.0,43544.0,48600.0,49850.0,13,18000,0.0,18000.0,126352.0,salaire,132050.0,123994.0,4398338.0,15.1,54285394.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),72,nov. 2033,Y6,1533.1,10506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.0,0.0,0.0,119.0,182952.0,86152.0,269104.0,23836.0,241887.0,293.2,11.3,22.0,16000.0,308939.0,3707273.0,85.5,264137.0,44802.0,48600.0,58850.0,14,18000,0.0,18000.0,127597.0,salaire,141050.0,123087.0,9521425.0,15.9,58945646.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),73,déc. 2033,Y7,1572.9,10745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12318.0,0.0,0.0,120.0,188081.0,88113.0,276194.0,24568.0,249392.0,302.3,11.3,22.9,17333.0,318095.0,3817137.0,85.5,272022.0,46073.0,48750.0,58850.0,14,18000,0.0,18000.0,128808.0,salaire,141200.0,130822.0,9652246.0,15.6,59547345.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),74,jan. 2034,Y7,1613.0,10986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12599.0,0.0,0.0,120.0,193258.0,90086.0,283344.0,25309.0,257000.0,311.5,11.3,23.8,18667.0,327320.0,3927844.0,85.5,279964.0,47356.0,48900.0,58850.0,14,18000,0.0,18000.0,129987.0,salaire,141350.0,138614.0,9790861.0,15.6,61274374.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),75,fév. 2034,Y7,1653.4,11228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12882.0,0.0,0.0,120.0,198483.0,92072.0,290555.0,26061.0,264712.0,320.9,11.3,24.7,20000.0,336616.0,4039390.0,85.5,287964.0,48652.0,49050.0,58850.0,14,18000,0.0,18000.0,131134.0,salaire,141500.0,146464.0,9937325.0,15.6,63014491.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),76,mars 2034,Y7,1694.0,11472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13166.0,0.0,0.0,120.0,203756.0,94069.0,297825.0,26822.0,272527.0,330.3,11.3,25.6,21333.0,345981.0,4151771.0,85.6,296021.0,49960.0,49200.0,58850.0,14,18000,0.0,18000.0,132250.0,salaire,141650.0,154371.0,10091696.0,15.6,64767633.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),77,avr. 2034,Y7,1734.9,11717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13452.0,0.0,0.0,121.0,209076.0,96079.0,305155.0,27593.0,280447.0,339.9,11.3,26.4,22667.0,355415.0,4264983.0,85.6,304135.0,51280.0,49350.0,58850.0,14,18000,0.0,18000.0,133338.0,salaire,141800.0,162335.0,10254032.0,15.6,66533741.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),78,mai 2034,Y7,1776.1,11963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13739.0,0.0,0.0,121.0,214444.0,98100.0,312544.0,28375.0,288471.0,349.7,11.3,27.3,24000.0,364919.0,4379023.0,85.6,312306.0,52612.0,49500.0,58850.0,14,18000,0.0,18000.0,134398.0,salaire,141950.0,170356.0,10424388.0,15.6,68312752.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),79,juin 2034,Y7,1817.4,12211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14029.0,0.0,0.0,121.0,219859.0,100133.0,319992.0,29165.0,296599.0,359.5,11.3,28.2,25333.0,374490.0,4493885.0,85.6,320533.0,53957.0,49650.0,58850.0,14,18000,0.0,18000.0,135431.0,salaire,142100.0,178433.0,10602821.0,15.6,70104606.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),80,juil. 2034,Y7,1859.1,12461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14320.0,0.0,0.0,121.0,225321.0,102177.0,327497.0,29966.0,304833.0,369.5,11.3,29.1,26667.0,384131.0,4609567.0,85.6,328816.0,55315.0,49800.0,58850.0,14,18000,0.0,18000.0,136438.0,salaire,142250.0,186566.0,10789386.0,15.6,71909243.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),81,août 2034,Y7,1901.0,12711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14612.0,0.0,0.0,121.0,230829.0,104232.0,335061.0,30777.0,313172.0,379.6,11.3,30.0,28000.0,393839.0,4726064.0,85.6,337154.0,56685.0,49950.0,58850.0,14,18000,0.0,18000.0,137420.0,salaire,142400.0,194754.0,10984141.0,15.6,73726600.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),82,sept. 2034,Y7,1943.1,12963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14906.0,0.0,0.0,122.0,236385.0,106298.0,342683.0,31598.0,321617.0,389.8,11.3,30.9,29333.0,403614.0,4843373.0,85.6,345548.0,58067.0,50100.0,58850.0,14,18000,0.0,18000.0,138378.0,salaire,142550.0,202998.0,11187138.0,15.6,75556619.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),83,oct. 2034,Y7,1985.5,13216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15202.0,0.0,0.0,122.0,241987.0,108375.0,350362.0,32429.0,330168.0,400.2,11.3,31.8,30667.0,413457.0,4961490.0,85.6,353997.0,59461.0,50250.0,58850.0,14,18000,0.0,18000.0,139313.0,salaire,142700.0,211297.0,11398435.0,15.6,77399237.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),84,nov. 2034,Y7,2028.1,13471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15499.0,0.0,0.0,122.0,247635.0,110462.0,358097.0,33270.0,338825.0,410.7,11.3,32.7,32000.0,423367.0,5080410.0,85.6,362500.0,60868.0,50400.0,58850.0,14,18000,0.0,18000.0,140226.0,salaire,142850.0,219650.0,11618085.0,17.9,90939338.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),85,déc. 2034,Y8,2071.0,13727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15798.0,0.0,0.0,122.0,253687.0,112560.0,366247.0,34163.0,348123.0,422.0,11.3,33.6,33333.0,433744.0,5204923.0,85.6,371402.0,62341.0,50550.0,58850.0,14,18000,0.0,18000.0,141118.0,salaire,143000.0,228402.0,11846487.0,17.6,91606652.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),86,jan. 2035,Y8,2114.1,13984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16098.0,0.0,0.0,123.0,259798.0,114668.0,374467.0,35068.0,357550.0,433.4,11.2,34.4,34667.0,444202.0,5330419.0,85.6,380372.0,63830.0,50700.0,58850.0,14,18000,0.0,18000.0,141989.0,salaire,143150.0,237222.0,12083709.0,17.6,93815377.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),87,fév. 2035,Y8,2157.5,14242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16400.0,0.0,0.0,123.0,265969.0,116786.0,382756.0,35985.0,367107.0,445.0,11.2,35.3,36000.0,454741.0,5456894.0,85.6,389408.0,65333.0,50850.0,58850.0,14,18000,0.0,18000.0,142839.0,salaire,143300.0,246108.0,12329818.0,17.6,96041337.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),88,mars 2035,Y8,2201.1,14502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16703.0,0.0,0.0,124.0,272200.0,118914.0,391114.0,36914.0,376795.0,456.7,11.2,36.2,37333.0,465362.0,5584345.0,85.6,398512.0,66850.0,51000.0,58850.0,14,18000,0.0,18000.0,143671.0,salaire,143450.0,255062.0,12584880.0,17.6,98284480.0,DÉPASSÉ,OUI,
Leader Europe (objectif 100M€),89,avr. 2035,Y8,2244.9,14762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17007.0,0.0,0.0,124.0,278490.0,121052.0,399542.0,37855.0,386613.0,468.6,11.2,37.1,38667.0,476064.0,5712770.0,85.6,407682.0,68382.0,51150.0,58850.0,14,18000,0.0,18000.0,144483.0,salaire,143600.0,264082.0,12848961.0,17.6,100544751.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),90,mai 2035,Y8,2289.0,15024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17313.0,0.0,0.0,124.0,284839.0,123200.0,408039.0,38808.0,396562.0,480.7,11.2,38.0,40000.0,486847.0,5842165.0,85.6,416918.0,69929.0,51300.0,58850.0,14,18000,0.0,18000.0,145278.0,salaire,143750.0,273168.0,13122129.0,17.6,102822097.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),91,juin 2035,Y8,2333.3,15287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17621.0,0.0,0.0,125.0,291248.0,125356.0,416604.0,39773.0,406643.0,492.9,11.2,38.9,41333.0,497711.0,5972526.0,85.6,426220.0,71491.0,51450.0,58850.0,14,18000,0.0,18000.0,146055.0,salaire,143900.0,282320.0,13404449.0,17.6,105116464.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),92,juil. 2035,Y8,2377.8,15552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17929.0,0.0,0.0,125.0,297715.0,127522.0,425237.0,40751.0,416856.0,505.3,11.2,39.8,42667.0,508654.0,6103852.0,85.6,435588.0,73067.0,51600.0,58850.0,14,18000,0.0,18000.0,146815.0,salaire,144050.0,291538.0,13695987.0,17.6,107427797.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),93,août 2035,Y8,2422.6,15817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18239.0,0.0,0.0,126.0,304241.0,129698.0,433938.0,41740.0,427202.0,517.8,11.2,40.7,44000.0,519678.0,6236139.0,85.6,445021.0,74657.0,51750.0,58850.0,14,18000,0.0,18000.0,147559.0,salaire,144200.0,300821.0,13996808.0,17.6,109756041.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),94,sept. 2035,Y8,2467.5,16083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18551.0,0.0,0.0,126.0,310826.0,131882.0,442707.0,42741.0,437681.0,530.5,11.2,41.6,45333.0,530782.0,6369383.0,85.6,454519.0,76263.0,51900.0,58850.0,14,18000,0.0,18000.0,148287.0,salaire,144350.0,310169.0,14306977.0,17.6,112101142.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),95,oct. 2035,Y8,2512.8,16351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18863.0,0.0,0.0,126.0,317469.0,134075.0,451543.0,43755.0,448294.0,543.4,11.2,42.4,46667.0,541965.0,6503582.0,85.6,464083.0,77883.0,52050.0,58850.0,14,18000,0.0,18000.0,149000.0,salaire,144500.0,319583.0,14626560.0,17.6,114463044.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),96,nov. 2035,Y8,2558.2,16619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19177.0,0.0,0.0,127.0,324170.0,136276.0,460446.0,44781.0,459040.0,556.4,11.2,43.3,48000.0,553228.0,6638733.0,85.6,473710.0,79517.0,52200.0,58850.0,14,18000,0.0,18000.0,149698.0,salaire,144650.0,329060.0,17955620.0,17.9,118833312.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),97,déc. 2035,Y9,2603.9,16889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19492.0,0.0,0.0,127.0,330930.0,138486.0,469416.0,45820.0,469922.0,569.6,11.2,44.2,48000.0,563236.0,6758831.0,85.6,482136.0,81100.0,52350.0,58850.0,14,18000,0.0,18000.0,150382.0,salaire,144800.0,337336.0,18292956.0,17.6,118955430.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),98,jan. 2036,Y9,2649.8,17159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19809.0,0.0,0.0,127.0,337748.0,140705.0,478453.0,46870.0,480938.0,583.0,11.2,45.1,48000.0,573323.0,6879875.0,85.6,490626.0,82697.0,52500.0,58850.0,14,18000,0.0,18000.0,151051.0,salaire,144950.0,345676.0,18638631.0,17.6,121085801.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),99,fév. 2036,Y9,2695.9,17431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20127.0,0.0,0.0,128.0,344623.0,142932.0,487555.0,47933.0,492089.0,596.5,11.2,46.0,48000.0,583488.0,7001861.0,85.6,499179.0,84310.0,52650.0,58850.0,14,18000,0.0,18000.0,151707.0,salaire,145100.0,354079.0,18992710.0,17.6,123232749.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),100,mars 2036,Y9,2742.3,17703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20446.0,0.0,0.0,128.0,351556.0,145167.0,496723.0,49009.0,503377.0,610.2,11.2,46.9,48000.0,593732.0,7124785.0,85.5,507796.0,85936.0,52800.0,58850.0,14,18000,0.0,18000.0,152350.0,salaire,145250.0,362546.0,19355256.0,17.6,125396218.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),101,avr. 2036,Y9,2788.8,17977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20766.0,0.0,0.0,129.0,358547.0,147410.0,505957.0,50097.0,514801.0,624.0,11.2,47.8,48000.0,604054.0,7248645.0,85.5,516476.0,87578.0,52950.0,58850.0,14,18000,0.0,18000.0,152980.0,salaire,145400.0,371076.0,19726332.0,17.6,127576149.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),102,mai 2036,Y9,2835.6,18251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21087.0,0.0,0.0,129.0,365595.0,149660.0,515256.0,51197.0,526361.0,638.0,11.2,48.7,48000.0,614453.0,7373437.0,85.5,525219.0,89234.0,53100.0,58850.0,14,18000,0.0,18000.0,153598.0,salaire,145550.0,379669.0,20106001.0,17.6,129772486.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),103,juin 2036,Y9,2882.6,18527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21409.0,0.0,0.0,129.0,372700.0,151919.0,524619.0,52310.0,538059.0,652.2,11.2,49.6,48000.0,624930.0,7499157.0,85.5,534025.0,90905.0,53250.0,58850.0,14,18000,0.0,18000.0,154204.0,salaire,145700.0,388325.0,20494325.0,17.6,131985171.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),104,juil. 2036,Y9,2929.8,18803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21733.0,0.0,0.0,130.0,379863.0,154185.0,534048.0,53436.0,549894.0,666.5,11.2,50.4,48000.0,635484.0,7625804.0,85.4,542893.0,92591.0,53400.0,58850.0,14,18000,0.0,18000.0,154798.0,salaire,145850.0,397043.0,20891368.0,17.6,134214146.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),105,août 2036,Y9,2977.3,19080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22058.0,0.0,0.0,130.0,387082.0,156459.0,543540.0,54574.0,561867.0,681.1,11.2,51.3,48000.0,646114.0,7753372.0,85.4,551823.0,94292.0,53550.0,58850.0,14,18000,0.0,18000.0,155381.0,salaire,146000.0,405823.0,21297191.0,17.6,136459353.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),106,sept. 2036,Y9,3024.9,19358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22383.0,0.0,0.0,130.0,394357.0,158740.0,553097.0,55725.0,573979.0,695.7,11.1,52.2,48000.0,656822.0,7881860.0,85.4,560815.0,96007.0,53700.0,58850.0,14,18000,0.0,18000.0,155953.0,salaire,146150.0,414665.0,21711855.0,17.6,138720732.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),107,oct. 2036,Y9,3072.8,19638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22710.0,0.0,0.0,131.0,401689.0,161028.0,562717.0,56889.0,586230.0,710.6,11.1,53.1,48000.0,667605.0,8011263.0,85.4,569868.0,97737.0,53850.0,58850.0,14,18000,0.0,18000.0,156514.0,salaire,146300.0,423568.0,22135423.0,17.6,140998225.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),108,nov. 2036,Y9,3120.9,19917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23038.0,0.0,0.0,131.0,409077.0,163323.0,572400.0,58065.0,598619.0,725.6,11.1,54.0,48000.0,678465.0,8141578.0,85.3,578983.0,99482.0,54000.0,58850.0,14,18000,0.0,18000.0,157065.0,salaire,146450.0,432533.0,22567956.0,17.6,143291773.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),109,déc. 2036,Y10,3168.6,20193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23361.0,0.0,0.0,132.0,417117.0,165581.0,582697.0,59244.0,611053.0,740.7,11.1,54.0,48000.0,689942.0,8279302.0,85.3,588718.0,101223.0,54000.0,58850.0,14,18000,0.0,18000.0,157606.0,salaire,146450.0,442268.0,23010224.0,17.6,145715719.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),110,jan. 2037,Y10,3216.1,20464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23680.0,0.0,0.0,132.0,425172.0,167801.0,592973.0,60427.0,623528.0,755.8,11.1,54.0,48000.0,701401.0,8416808.0,85.3,598440.0,102961.0,54000.0,58850.0,14,18000,0.0,18000.0,158137.0,salaire,146450.0,451990.0,23462214.0,17.6,148135824.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),111,fév. 2037,Y10,3263.3,20730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23993.0,0.0,0.0,133.0,433242.0,169985.0,603228.0,61614.0,636046.0,771.0,11.1,54.0,48000.0,712842.0,8554100.0,85.3,608146.0,104695.0,54000.0,58850.0,14,18000,0.0,18000.0,158658.0,salaire,146450.0,461696.0,23923910.0,17.6,150552152.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),112,mars 2037,Y10,3310.3,20992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24302.0,0.0,0.0,133.0,441328.0,172134.0,613462.0,62803.0,648606.0,786.2,11.1,54.0,48000.0,724265.0,8691180.0,85.3,617839.0,106426.0,54000.0,58850.0,14,18000,0.0,18000.0,159170.0,salaire,146450.0,471389.0,24395299.0,17.6,152964768.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),113,avr. 2037,Y10,3356.9,21250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24607.0,0.0,0.0,134.0,449428.0,174247.0,623675.0,63996.0,661207.0,801.5,11.1,54.0,48000.0,735671.0,8828053.0,85.3,627518.0,108153.0,54000.0,58850.0,14,18000,0.0,18000.0,159673.0,salaire,146450.0,481068.0,24876367.0,17.6,155373731.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),114,mai 2037,Y10,3403.3,21503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24906.0,0.0,0.0,134.0,457543.0,176325.0,633868.0,65192.0,673848.0,816.8,11.1,54.0,48000.0,747060.0,8964722.0,85.3,637183.0,109877.0,54000.0,58850.0,14,18000,0.0,18000.0,160167.0,salaire,146450.0,490733.0,25367101.0,17.6,157779104.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),115,juin 2037,Y10,3449.4,21752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25202.0,0.0,0.0,135.0,465672.0,178370.0,644041.0,66391.0,686529.0,832.2,11.1,54.0,48000.0,758433.0,9101190.0,85.3,646835.0,111597.0,54000.0,58850.0,14,18000,0.0,18000.0,160652.0,salaire,146450.0,500385.0,25867486.0,17.6,160180945.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),116,juil. 2037,Y10,3495.2,21998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,0.0,0.0,136.0,473815.0,180381.0,654195.0,67593.0,699249.0,847.6,11.1,54.0,48000.0,769788.0,9237461.0,85.3,656474.0,113314.0,54000.0,58850.0,14,18000,0.0,18000.0,161129.0,salaire,146450.0,510024.0,26377510.0,17.6,162579312.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),117,août 2037,Y10,3540.7,22239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25780.0,0.0,0.0,136.0,481971.0,182359.0,664330.0,68798.0,712009.0,863.0,11.1,54.0,48000.0,781128.0,9373538.0,85.3,666100.0,115028.0,54000.0,58850.0,14,18000,0.0,18000.0,161598.0,salaire,146450.0,519650.0,26897160.0,17.6,164974261.0,DÉPASSÉ,OUI,OUI
Leader Europe (objectif 100M€),118,sept. 2037,Y10,3585.9,22476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26062.0,0.0,0.0,137.0,490141.0,184304.0,674445.0,70006.0,724807.0,878.6,11.1,54.0,48000.0,792452.0,9509423.0,85.3,675713.0,116739.0,54000.0,58850.0,14,18000,0.0,18000.0,162059.0,salaire,146450.0,529263.0,27426423.0,17.6,167365848.0,DÉPASSÉ,OUI,OUI
