scenario,mois,date_calendrier,annee,equipes,independants,organisateurs,organisateurs_solo,organisateurs_pro,clubs_tri,coachs_tri,athletes_tri,coachs_running,clubs_running,clients_multisport,clients_total_endurance,mrr_multisport,part_mrr_multisport_pct,arpu_equipe,mrr_equipes,mrr_independants,mrr_abonnements,mrr_marketplace,gmv_marketplace_mois,missions_vacataires_mois,commission_missions_pct,part_mrr_international_pct,mrr_enterprise,mrr_total,arr,marge_brute_pct,marge_brute_eur,cogs_variables,couts_infra_outils,couts_rh_equipe,effectif_etp,salaire_fondateur_net,dividendes_fondateur_net,remuneration_totale_net,remuneration_lissee_annuelle,mode_remuneration,cout_total_mensuel,resultat_net,tresorerie,multiple_valorisation,valorisation_eur,vs_ippogee,objectif_15k,objectif_100M
Leader Dual-Track (FR + EN/WT),60,nov. 2032,Y5,855.5,6771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7627.0,0.0,0.0,119.0,102135.0,55523.0,157658.0,12569.0,127047.0,154.0,11.3,58.0,32000.0,202227.0,2426720.0,86.8,175582.0,26645.0,15587.0,26850.0,9,5000,38399.0,43399.0,78259.0,optimal,51920.0,123662.0,4486478.0,15.9,38584844.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),61,déc. 2032,Y6,869.2,6833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7702.0,0.0,0.0,120.0,104082.0,56027.0,160109.0,12832.0,129752.0,157.3,11.3,58.0,33333.0,206274.0,2475290.0,86.9,179165.0,27109.0,35716.0,26850.0,9,5000,0.0,5000.0,77960.0,optimal,72049.0,107116.0,4593595.0,15.6,38614522.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),62,jan. 2033,Y6,883.0,6894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7777.0,0.0,0.0,120.0,106043.0,56533.0,162576.0,13098.0,132485.0,160.6,11.3,58.0,34667.0,210340.0,2524086.0,86.9,182764.0,27577.0,35804.0,26850.0,9,5000,0.0,5000.0,77670.0,optimal,72138.0,110626.0,4704221.0,15.6,39375741.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),63,fév. 2033,Y6,896.7,6956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7853.0,0.0,0.0,120.0,108019.0,57040.0,165059.0,13366.0,135245.0,163.9,11.3,58.0,36000.0,214426.0,2573108.0,86.9,186379.0,28047.0,35893.0,26850.0,9,5000,35770.0,40770.0,84203.0,optimal,72227.0,114152.0,4769334.0,15.6,40140479.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),64,mars 2033,Y6,910.5,7018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7929.0,0.0,0.0,121.0,110009.0,57550.0,167559.0,13637.0,138033.0,167.3,11.3,58.0,37333.0,218530.0,2622355.0,86.9,190009.0,28520.0,35982.0,26850.0,9,5000,0.0,5000.0,83825.0,optimal,72316.0,117694.0,4887028.0,15.6,40908734.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),65,avr. 2033,Y6,924.4,7081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8005.0,0.0,0.0,121.0,112014.0,58061.0,170075.0,13911.0,140849.0,170.7,11.3,58.0,38667.0,222652.0,2671827.0,87.0,193656.0,28996.0,36071.0,26850.0,9,5000,0.0,5000.0,83458.0,optimal,72404.0,121251.0,5008279.0,15.6,41680502.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),66,mai 2033,Y6,938.3,7143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8081.0,0.0,0.0,122.0,114033.0,58573.0,172607.0,14187.0,143693.0,174.2,11.3,58.0,40000.0,226794.0,2721524.0,87.0,197318.0,29475.0,36160.0,26850.0,9,5000,39349.0,44349.0,90257.0,optimal,72493.0,124825.0,5079355.0,15.6,42455778.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),67,juin 2033,Y6,952.2,7206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8158.0,0.0,0.0,122.0,116067.0,59088.0,175155.0,14466.0,146565.0,177.7,11.3,58.0,41333.0,230954.0,2771446.0,87.0,200996.0,29957.0,36249.0,26850.0,9,5000,0.0,5000.0,89806.0,optimal,72582.0,128414.0,5207769.0,15.6,43234559.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),68,juil. 2033,Y6,966.2,7269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8235.0,0.0,0.0,122.0,118115.0,59604.0,177719.0,14747.0,149464.0,181.2,11.3,58.0,42667.0,235133.0,2821592.0,87.1,204690.0,30442.0,36338.0,26850.0,9,5000,0.0,5000.0,89367.0,optimal,72671.0,132019.0,5339788.0,15.6,44016840.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),69,août 2033,Y6,980.3,7332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8312.0,0.0,0.0,123.0,120178.0,60121.0,180299.0,15031.0,152392.0,184.7,11.3,58.0,44000.0,239330.0,2871963.0,87.1,208400.0,30930.0,36427.0,26850.0,9,5000,42977.0,47977.0,96416.0,optimal,72760.0,135640.0,5416907.0,15.6,44802619.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),70,sept. 2033,Y6,994.3,7395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8390.0,0.0,0.0,123.0,122255.0,60641.0,182895.0,15318.0,155347.0,188.3,11.3,58.0,45333.0,243546.0,2922557.0,87.1,212126.0,31421.0,36516.0,26850.0,9,5000,0.0,5000.0,95896.0,optimal,72849.0,139277.0,5556184.0,15.6,45591890.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),71,oct. 2033,Y6,1008.4,7459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8467.0,0.0,0.0,123.0,124346.0,61161.0,185508.0,15607.0,158331.0,191.9,11.3,58.0,46667.0,247781.0,2973375.0,87.1,215867.0,31914.0,36604.0,26850.0,9,5000,0.0,5000.0,95390.0,optimal,72938.0,142929.0,5699113.0,15.6,46384650.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),72,nov. 2033,Y6,1022.6,7522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8545.0,0.0,0.0,124.0,126452.0,61684.0,188136.0,15899.0,161343.0,195.6,11.3,58.0,48000.0,252035.0,3024416.0,87.1,219624.0,32411.0,36693.0,35850.0,10,5000,45641.0,50641.0,102505.0,optimal,82027.0,137597.0,5774682.0,15.6,47180894.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),73,déc. 2033,Y7,1036.8,7586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8623.0,0.0,0.0,124.0,128572.0,62207.0,190780.0,16194.0,164383.0,199.3,11.3,58.0,48000.0,254973.0,3059681.0,87.1,222130.0,32844.0,36782.0,35850.0,10,5000,0.0,5000.0,101923.0,optimal,82116.0,140014.0,5914696.0,15.6,47731020.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),74,jan. 2034,Y7,1051.0,7650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8701.0,0.0,0.0,124.0,130707.0,62733.0,193440.0,16491.0,167452.0,203.0,11.3,58.0,48000.0,257931.0,3095168.0,87.1,224651.0,33279.0,36871.0,35850.0,10,5000,0.0,5000.0,101357.0,optimal,82204.0,142447.0,6057143.0,15.6,48284621.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),75,fév. 2034,Y7,1065.3,7715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8780.0,0.0,0.0,125.0,132856.0,63260.0,196116.0,16791.0,170549.0,206.7,11.3,58.0,48000.0,260906.0,3130878.0,87.1,227189.0,33718.0,36960.0,35850.0,10,5000,46489.0,51489.0,108244.0,optimal,82293.0,144895.0,6138894.0,15.6,48841696.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),76,mars 2034,Y7,1079.6,7779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8859.0,0.0,0.0,125.0,135020.0,63788.0,198808.0,17093.0,173674.0,210.5,11.3,58.0,48000.0,263901.0,3166810.0,87.1,229741.0,34159.0,37049.0,35850.0,10,5000,0.0,5000.0,107609.0,optimal,82382.0,147359.0,6286253.0,15.6,49402238.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),77,avr. 2034,Y7,1093.9,7844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8938.0,0.0,0.0,125.0,137198.0,64318.0,201515.0,17398.0,176828.0,214.3,11.3,58.0,48000.0,266914.0,3202964.0,87.0,232310.0,34604.0,37138.0,35850.0,10,5000,0.0,5000.0,106990.0,optimal,82471.0,149839.0,6436092.0,15.6,49966245.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),78,mai 2034,Y7,1108.3,7908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9017.0,0.0,0.0,126.0,139390.0,64849.0,204239.0,17706.0,180011.0,218.2,11.3,58.0,48000.0,269945.0,3239341.0,87.0,234894.0,35051.0,37227.0,35850.0,10,5000,48980.0,53980.0,113923.0,optimal,82560.0,152334.0,6522006.0,15.6,50533713.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),79,juin 2034,Y7,1122.7,7973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9096.0,0.0,0.0,126.0,141597.0,65382.0,206978.0,18017.0,183221.0,222.1,11.3,58.0,48000.0,272995.0,3275938.0,87.0,237494.0,35501.0,37316.0,35850.0,10,5000,0.0,5000.0,113241.0,optimal,82649.0,154845.0,6676850.0,15.6,51104636.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),80,juil. 2034,Y7,1137.2,8038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9176.0,0.0,0.0,126.0,143818.0,65916.0,209733.0,18330.0,186461.0,226.0,11.3,58.0,48000.0,276063.0,3312757.0,87.0,240109.0,35954.0,37404.0,35850.0,10,5000,0.0,5000.0,112575.0,optimal,82738.0,157371.0,6834221.0,15.6,51679011.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),81,août 2034,Y7,1151.7,8104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9255.0,0.0,0.0,127.0,146053.0,66451.0,212504.0,18646.0,189729.0,230.0,11.3,58.0,48000.0,279150.0,3349797.0,87.0,242739.0,36410.0,37493.0,35850.0,10,5000,51517.0,56517.0,119558.0,optimal,82827.0,159913.0,6924375.0,15.6,52256833.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),82,sept. 2034,Y7,1166.2,8169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9335.0,0.0,0.0,127.0,148303.0,66988.0,215290.0,18964.0,193027.0,234.0,11.3,58.0,48000.0,282255.0,3387058.0,86.9,245385.0,36869.0,37582.0,35850.0,10,5000,0.0,5000.0,118832.0,optimal,82916.0,162470.0,7086845.0,15.6,52838099.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),83,oct. 2034,Y7,1180.8,8235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9416.0,0.0,0.0,128.0,150567.0,67526.0,218092.0,19286.0,196352.0,238.0,11.3,58.0,48000.0,285378.0,3424539.0,86.9,248047.0,37331.0,37671.0,35850.0,10,5000,0.0,5000.0,118123.0,optimal,83004.0,165043.0,7251887.0,15.6,53422805.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),84,nov. 2034,Y7,1195.4,8301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9496.0,0.0,0.0,128.0,152845.0,68065.0,220910.0,19610.0,199707.0,242.1,11.3,58.0,48000.0,288520.0,3462240.0,86.9,250724.0,37796.0,37760.0,35850.0,10,5000,54101.0,59101.0,125160.0,optimal,83093.0,167631.0,7346358.0,15.6,54010945.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),85,déc. 2034,Y8,1209.9,8366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9576.0,0.0,0.0,128.0,155441.0,68598.0,224039.0,19959.0,203383.0,246.5,11.3,58.0,48000.0,291998.0,3503975.0,86.9,253706.0,38292.0,37760.0,35850.0,10,5000,0.0,5000.0,124393.0,optimal,83093.0,170613.0,7516971.0,15.6,54662017.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),86,jan. 2035,Y8,1224.4,8430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9654.0,0.0,0.0,129.0,158044.0,69124.0,227168.0,20310.0,207076.0,251.0,11.2,58.0,48000.0,295478.0,3545738.0,86.9,256690.0,38788.0,37760.0,35850.0,10,5000,0.0,5000.0,123645.0,optimal,83093.0,173597.0,7690567.0,15.6,55313515.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),87,fév. 2035,Y8,1238.8,8493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9732.0,0.0,0.0,130.0,160655.0,69644.0,230299.0,20662.0,210785.0,255.5,11.2,58.0,48000.0,298961.0,3587528.0,86.9,259676.0,39284.0,37760.0,35850.0,10,5000,56982.0,61982.0,130773.0,optimal,83093.0,176583.0,7790201.0,15.6,55965436.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),88,mars 2035,Y8,1253.1,8556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9809.0,0.0,0.0,130.0,163273.0,70157.0,233430.0,21016.0,214511.0,260.0,11.2,58.0,48000.0,302445.0,3629345.0,86.8,262665.0,39780.0,37760.0,35850.0,10,5000,0.0,5000.0,129968.0,optimal,83093.0,179572.0,7969773.0,15.6,56617776.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),89,avr. 2035,Y8,1267.3,8617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9885.0,0.0,0.0,131.0,165899.0,70663.0,236562.0,21370.0,218253.0,264.5,11.2,58.0,48000.0,305932.0,3671188.0,86.8,265656.0,40276.0,37760.0,35850.0,10,5000,0.0,5000.0,129182.0,optimal,83093.0,182563.0,8152335.0,15.6,57270531.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),90,mai 2035,Y8,1281.4,8678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9960.0,0.0,0.0,132.0,168532.0,71163.0,239695.0,21726.0,222010.0,269.1,11.2,58.0,48000.0,309421.0,3713057.0,86.8,268649.0,40773.0,37760.0,35850.0,10,5000,60002.0,65002.0,136414.0,optimal,83093.0,185556.0,8256967.0,15.6,57923697.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),91,juin 2035,Y8,1295.5,8739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10034.0,0.0,0.0,132.0,171172.0,71657.0,242829.0,22084.0,225784.0,273.7,11.2,58.0,48000.0,312913.0,3754953.0,86.8,271644.0,41269.0,37760.0,35850.0,10,5000,0.0,5000.0,135574.0,optimal,83093.0,188551.0,8445518.0,15.6,58577270.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),92,juil. 2035,Y8,1309.5,8798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10108.0,0.0,0.0,133.0,173819.0,72145.0,245964.0,22442.0,229573.0,278.3,11.2,58.0,48000.0,316406.0,3796875.0,86.8,274642.0,41765.0,37760.0,35850.0,10,5000,0.0,5000.0,134753.0,optimal,83093.0,191548.0,8637066.0,15.6,59231247.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),93,août 2035,Y8,1323.4,8857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10180.0,0.0,0.0,133.0,176472.0,72627.0,249100.0,22802.0,233378.0,282.9,11.2,58.0,48000.0,319902.0,3838822.0,86.8,277641.0,42261.0,37760.0,35850.0,10,5000,63029.0,68029.0,142082.0,optimal,83093.0,194548.0,8746707.0,15.6,59885623.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),94,sept. 2035,Y8,1337.3,8915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10252.0,0.0,0.0,134.0,179133.0,73103.0,252236.0,23163.0,237198.0,287.5,11.2,58.0,48000.0,323400.0,3880795.0,86.8,280643.0,42757.0,37760.0,35850.0,10,5000,0.0,5000.0,141208.0,optimal,83093.0,197549.0,8944256.0,15.6,60540395.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),95,oct. 2035,Y8,1351.0,8972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10323.0,0.0,0.0,135.0,181801.0,73573.0,255374.0,23526.0,241034.0,292.2,11.2,58.0,48000.0,326899.0,3922792.0,86.8,283646.0,43253.0,37760.0,35850.0,10,5000,0.0,5000.0,140354.0,optimal,83093.0,200553.0,9144809.0,15.6,61195559.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),96,nov. 2035,Y8,1364.7,9029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10394.0,0.0,0.0,135.0,184475.0,74037.0,258512.0,23889.0,244884.0,296.8,11.2,58.0,48000.0,330401.0,3964815.0,86.8,286652.0,43749.0,37760.0,45850.0,11,5000,64940.0,69940.0,147634.0,optimal,93093.0,193559.0,9250947.0,15.6,61851110.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),97,déc. 2035,Y9,1378.4,9085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10463.0,0.0,0.0,136.0,187156.0,74495.0,261651.0,24254.0,248749.0,301.5,11.2,58.0,48000.0,333905.0,4006862.0,86.7,289660.0,44245.0,37760.0,45850.0,11,5000,0.0,5000.0,146731.0,optimal,93093.0,196567.0,9447514.0,15.6,62507044.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),98,jan. 2036,Y9,1391.9,9140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10532.0,0.0,0.0,136.0,189844.0,74947.0,264791.0,24620.0,252629.0,306.2,11.2,58.0,48000.0,337411.0,4048933.0,86.7,292670.0,44741.0,37760.0,45850.0,11,5000,0.0,5000.0,145846.0,optimal,93093.0,199576.0,9647090.0,15.6,63163358.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),99,fév. 2036,Y9,1405.4,9194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10600.0,0.0,0.0,137.0,192538.0,75394.0,267932.0,24987.0,256524.0,310.9,11.2,58.0,48000.0,340919.0,4091029.0,86.7,295682.0,45237.0,37760.0,45850.0,11,5000,65734.0,70734.0,152946.0,optimal,93093.0,202588.0,9761213.0,15.6,63820047.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),100,mars 2036,Y9,1418.8,9248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10667.0,0.0,0.0,138.0,195238.0,75835.0,271073.0,25356.0,260433.0,315.7,11.2,58.0,48000.0,344429.0,4133148.0,86.7,298695.0,45734.0,37760.0,45850.0,11,5000,0.0,5000.0,152017.0,optimal,93093.0,205602.0,9966815.0,15.6,64477107.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),101,avr. 2036,Y9,1432.1,9301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10733.0,0.0,0.0,138.0,197945.0,76271.0,274216.0,25725.0,264356.0,320.4,11.2,58.0,48000.0,347941.0,4175291.0,86.7,301711.0,46230.0,37760.0,45850.0,11,5000,0.0,5000.0,151106.0,optimal,93093.0,208618.0,10175433.0,15.6,65134535.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),102,mai 2036,Y9,1445.4,9354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10799.0,0.0,0.0,139.0,200658.0,76701.0,277359.0,26096.0,268293.0,325.2,11.2,58.0,48000.0,351455.0,4217457.0,86.7,304729.0,46726.0,37760.0,45850.0,11,5000,68780.0,73780.0,158304.0,optimal,93093.0,211636.0,10294596.0,15.6,65792326.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),103,juin 2036,Y9,1458.5,9406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10864.0,0.0,0.0,139.0,203377.0,77126.0,280503.0,26468.0,272245.0,330.0,11.2,58.0,48000.0,354970.0,4259646.0,86.7,307748.0,47222.0,37760.0,45850.0,11,5000,0.0,5000.0,157350.0,optimal,93093.0,214655.0,10509251.0,15.6,66450475.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),104,juil. 2036,Y9,1471.6,9457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10928.0,0.0,0.0,140.0,206102.0,77545.0,283647.0,26841.0,276210.0,334.8,11.2,58.0,48000.0,358488.0,4301858.0,86.7,310770.0,47718.0,37760.0,45850.0,11,5000,0.0,5000.0,156414.0,optimal,93093.0,217677.0,10726927.0,15.6,67108979.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),105,août 2036,Y9,1484.7,9507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10992.0,0.0,0.0,141.0,208833.0,77960.0,286793.0,27215.0,280189.0,339.6,11.2,58.0,48000.0,362008.0,4344092.0,86.7,313793.0,48214.0,37760.0,45850.0,11,5000,71831.0,76831.0,163705.0,optimal,93093.0,220700.0,10851139.0,15.6,67767833.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),106,sept. 2036,Y9,1497.7,9557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11055.0,0.0,0.0,141.0,211570.0,78369.0,289939.0,27590.0,284181.0,344.5,11.1,58.0,48000.0,365529.0,4386348.0,86.7,316819.0,48710.0,37760.0,45850.0,11,5000,0.0,5000.0,162726.0,optimal,93093.0,223725.0,11074864.0,15.6,68427034.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),107,oct. 2036,Y9,1510.6,9606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11117.0,0.0,0.0,142.0,214313.0,78773.0,293086.0,27966.0,288187.0,349.3,11.1,58.0,48000.0,369052.0,4428627.0,86.7,319846.0,49206.0,37760.0,45850.0,11,5000,0.0,5000.0,161766.0,optimal,93093.0,226752.0,11301617.0,15.6,69086577.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),108,nov. 2036,Y9,1523.4,9655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11178.0,0.0,0.0,142.0,217062.0,79172.0,296234.0,28343.0,292206.0,354.2,11.1,58.0,48000.0,372577.0,4470927.0,86.7,322875.0,49703.0,37760.0,45850.0,11,5000,74889.0,79889.0,169145.0,optimal,93093.0,229781.0,11430887.0,15.6,69746458.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),109,déc. 2036,Y10,1536.2,9703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11239.0,0.0,0.0,143.0,219817.0,79566.0,299382.0,28722.0,296237.0,359.1,11.1,58.0,48000.0,376104.0,4513248.0,86.7,325905.0,50199.0,37760.0,45850.0,11,5000,0.0,5000.0,168144.0,optimal,93093.0,232812.0,11663698.0,15.6,70406672.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),110,jan. 2037,Y10,1548.8,9751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11299.0,0.0,0.0,144.0,222577.0,79955.0,302532.0,29101.0,300282.0,364.0,11.1,58.0,48000.0,379633.0,4555591.0,86.6,328938.0,50695.0,37760.0,45850.0,11,5000,0.0,5000.0,167161.0,optimal,93093.0,235844.0,11899543.0,15.6,71067215.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),111,fév. 2037,Y10,1561.5,9797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11359.0,0.0,0.0,144.0,225342.0,80339.0,305681.0,29481.0,304340.0,368.9,11.1,58.0,48000.0,383163.0,4597954.0,86.6,331972.0,51191.0,37760.0,45850.0,11,5000,77952.0,82952.0,174622.0,optimal,93093.0,238879.0,12033880.0,15.6,71728084.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),112,mars 2037,Y10,1574.0,9844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11418.0,0.0,0.0,145.0,228113.0,80719.0,308832.0,29863.0,308411.0,373.8,11.1,58.0,48000.0,386695.0,4640338.0,86.6,335008.0,51687.0,37760.0,45850.0,11,5000,0.0,5000.0,173599.0,optimal,93093.0,241914.0,12275794.0,15.6,72389273.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),113,avr. 2037,Y10,1586.5,9889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11476.0,0.0,0.0,146.0,230890.0,81093.0,311983.0,30245.0,312493.0,378.8,11.1,58.0,48000.0,390229.0,4682742.0,86.6,338045.0,52183.0,37760.0,45850.0,11,5000,0.0,5000.0,172594.0,optimal,93093.0,244952.0,12520746.0,15.6,73050779.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),114,mai 2037,Y10,1598.9,9935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11533.0,0.0,0.0,146.0,233672.0,81463.0,315135.0,30629.0,316589.0,383.7,11.1,58.0,48000.0,393764.0,4725166.0,86.6,341085.0,52679.0,37760.0,45850.0,11,5000,81020.0,86020.0,180134.0,optimal,93093.0,247991.0,12660159.0,15.6,73712597.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),115,juin 2037,Y10,1611.3,9979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11590.0,0.0,0.0,147.0,236459.0,81829.0,318288.0,31013.0,320696.0,388.7,11.1,58.0,48000.0,397301.0,4767610.0,86.6,344126.0,53175.0,37760.0,45850.0,11,5000,0.0,5000.0,179090.0,optimal,93093.0,251032.0,12911191.0,15.6,74374723.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),116,juil. 2037,Y10,1623.6,10023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11647.0,0.0,0.0,147.0,239252.0,82189.0,321441.0,31398.0,324816.0,393.7,11.1,58.0,48000.0,400839.0,4810074.0,86.6,347168.0,53671.0,37760.0,45850.0,11,5000,0.0,5000.0,178063.0,optimal,93093.0,254075.0,13165266.0,15.6,75037152.0,DÉPASSÉ,,
Leader Dual-Track (FR + EN/WT),117,août 2037,Y10,1635.8,10067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11702.0,0.0,0.0,148.0,242049.0,82546.0,324595.0,31785.0,328947.0,398.7,11.1,58.0,48000.0,404380.0,4852556.0,86.6,350212.0,54167.0,37760.0,45850.0,11,5000,84093.0,89093.0,185679.0,optimal,93093.0,257119.0,13309763.0,15.6,75699881.0,DÉPASSÉ,,
